Taxonomy.Order,Category,English.name,Scientific.Name,English.India,IUCN,WG,Genus.Name,Species.Name,Subspecies.Name,Feeding Guild,Raptors,Primary Hole-nesters,Woodland Understorey Birds,Parasitic Cuckoos
21409,spuh,raven sp.,Corvus sp. (raven sp.),raven sp.,,,Corvus,sp.,,Omnivore,,,,
21410,spuh,crow/raven sp.,Corvus sp.,crow/raven sp.,,,Corvus,sp.,,Omnivore,,,,
22111,species,Greater Hoopoe-Lark,Alaemon alaudipes,Greater Hoopoe-Lark,,,Alaemon,alaudipes,,Terrestrial-Insectivore,,,,
22153,species,Rufous-tailed Lark,Ammomanes phoenicura,Rufous-tailed Lark,,,Ammomanes,phoenicura,,Terrestrial-Insectivore,,,,
22156,species,Desert Lark,Ammomanes deserti,Desert Lark,,,Ammomanes,deserti,,Terrestrial-Insectivore,,,,
22179,spuh,Ammomanes sp.,Ammomanes sp.,Ammomanes lark sp.,,,Ammomanes,sp.,,Terrestrial-Insectivore,,,,
22188,species,Black-crowned Sparrow-Lark,Eremopterix nigriceps,Black-crowned Sparrow-Lark,,,Eremopterix,nigriceps,,Terrestrial-Insectivore,,,,
22193,species,Ashy-crowned Sparrow-Lark,Eremopterix griseus,Ashy-crowned Sparrow-Lark (Ashy-crowned Finch-Lark),,,Eremopterix,griseus,,Terrestrial-Insectivore,,,,
22261,species,Singing Bushlark,Mirafra javanica,Singing Bushlark,,,Mirafra,javanica,,Terrestrial-Insectivore,,,,
22253,species,Bengal Bushlark,Plocealauda assamica,Bengal Bushlark,,,Plocealauda,assamica,,Terrestrial-Insectivore,,,,
22251,species,Jerdon's Bushlark,Plocealauda affinis,Jerdon's Bushlark,,,Plocealauda,affinis,,Terrestrial-Insectivore,,,,
22252,species,Indian Bushlark,Plocealauda erythroptera,Indian Bushlark (Red-winged Bushlark),,,Plocealauda,erythroptera,,Terrestrial-Insectivore,,,,
22254,slash,Jerdon's/Indian Bushlark,Plocealauda affinis/erythroptera,Jerdon's/Indian Bushlark,,,Plocealauda,affinis/erythroptera,,Terrestrial-Insectivore,,,,
22287,spuh,Mirafra sp.,Mirafra sp.,Mirafra bushlark sp.,,,Mirafra,sp.,,Terrestrial-Insectivore,,,,
22484,species,Horned Lark,Eremophila alpestris,Horned Lark,,,Eremophila,alpestris,,Terrestrial-Insectivore,,,,
22541,species,Greater Short-toed Lark,Calandrella brachydactyla,Greater Short-toed Lark,,,Calandrella,brachydactyla,,Terrestrial-Insectivore,,,,
22563,species,Mongolian Short-toed Lark,Calandrella dukhunensis,Mongolian Short-toed Lark,,,Calandrella,dukhunensis,,Terrestrial-Insectivore,,,,
22559,species,Hume's Lark,Calandrella acutirostris,X,,,Calandrella,acutirostris,,Terrestrial-Insectivore,,,,
22562,slash,Greater Short-toed/Hume's Lark,Calandrella brachydactyla/acutirostris,X,,,Calandrella,brachydactyla/acutirostris,,Terrestrial-Insectivore,,,,
22566,spuh,Calandrella sp.,Calandrella sp.,Calandrella lark sp.,,,Calandrella,sp.,,Terrestrial-Insectivore,,,,
22567,species,Bimaculated Lark,Melanocorypha bimaculata,Bimaculated Lark,,,Melanocorypha,bimaculata,,Terrestrial-Insectivore,,,,
22568,species,Tibetan Lark,Melanocorypha maxima,Tibetan Lark,,,Melanocorypha,maxima,,Terrestrial-Insectivore,,,,
22598,species,Turkestan Short-toed Lark,Alaudala heinei,Turkestan Short-toed Lark (Lesser Short-toed Lark),,,Alaudala,heinei,,Terrestrial-Insectivore,,,,
22604,species,Sand Lark,Alaudala raytal,Sand Lark,,,Alaudala,raytal,,Terrestrial-Insectivore,,,,
22389,species,Eurasian Skylark,Alauda arvensis,Eurasian Skylark,,,Alauda,arvensis,,Terrestrial-Insectivore,,,,
22406,species,Oriental Skylark,Alauda gulgula,Oriental Skylark,,,Alauda,gulgula,,Terrestrial-Insectivore,,,,
22416,slash,Eurasian/Oriental Skylark,Alauda arvensis/gulgula,Eurasian/Oriental Skylark,,,Alauda,arvensis/gulgula,,Terrestrial-Insectivore,,,,
22440,species,Crested Lark,Galerida cristata,Crested Lark,,,Galerida,cristata,,Terrestrial-Insectivore,,,,
22481,species,Malabar Lark,Galerida malabarica,Malabar Lark,,,Galerida,malabarica,,Terrestrial-Insectivore,,,,
22426,species,Tawny Lark,Galerida deva,Tawny Lark (Sykes's Lark),,,Galerida,deva,,Terrestrial-Insectivore,,,,
22610,spuh,lark sp.,Alaudidae sp.,lark sp.,,,Alaudidae,sp.,,Terrestrial-Insectivore,,,,
23817,species,Gray-throated Martin,Riparia chinensis,Grey-throated Martin (Plain Martin),,,Riparia,chinensis,,Aerial-Insectivore,,,,
23821,species,Bank Swallow,Riparia riparia,Bank Swallow (Sand Martin),,,Riparia,riparia,,Aerial-Insectivore,,,,
23827,species,Pale Martin,Riparia diluta,Pale Martin (Pale Sand Martin),,,Riparia,diluta,,Aerial-Insectivore,,,,
23832,slash,Bank Swallow/Pale Martin,Riparia riparia/diluta,Bank Swallow/Pale Martin,,,Riparia,riparia/diluta,,Aerial-Insectivore,,,,
23833,spuh,Riparia sp.,Riparia sp.,Riparia martin/swallow sp.,,,Riparia,sp.,,Aerial-Insectivore,,,,
23912,species,Eurasian Crag-Martin,Ptyonoprogne rupestris,Eurasian Crag-Martin,,,Ptyonoprogne,rupestris,,Aerial-Insectivore,,,,
23932,species,Dusky Crag-Martin,Ptyonoprogne concolor,Dusky Crag-Martin,,,Ptyonoprogne,concolor,,Aerial-Insectivore,,,,
23957,species,Barn Swallow,Hirundo rustica,Barn Swallow,,,Hirundo,rustica,,Aerial-Insectivore,,,,
23979,species,Wire-tailed Swallow,Hirundo smithii,Wire-tailed Swallow,,,Hirundo,smithii,,Aerial-Insectivore,,,,
23943,species,Hill Swallow,Hirundo domicola,Hill Swallow (House Swallow),,,Hirundo,domicola,,Aerial-Insectivore,,,,
23951,species,Tahiti Swallow,Hirundo tahitica,Tahiti Swallow,,,Hirundo,tahitica,,Aerial-Insectivore,,,,
23968,slash,Pacific/Barn Swallow,Hirundo javanica/rustica,Pacific/Barn Swallow,,,Hirundo,javanica/rustica,,Aerial-Insectivore,,,,
24009,species,Eastern Red-rumped Swallow,Cecropis daurica,Eastern Red-rumped Swallow,,,Cecropis,daurica,,Aerial-Insectivore,,,,
24015,group (polytypic),Eastern Red-rumped Swallow (Striated),Cecropis daurica [striolata Group],Eastern Red-rumped Swallow (Striated),,,Cecropis,daurica,[striolata Group],Aerial-Insectivore,,,,
24020,slash,European/Eastern Red-rumped Swallow,Cecropis rufula/daurica,European/Eastern Red-rumped Swallow,,,Cecropis,rufula/daurica,,Aerial-Insectivore,,,,
24044,species,Streak-throated Swallow,Petrochelidon fluvicola,Streak-throated Swallow,,,Petrochelidon,fluvicola,,Aerial-Insectivore,,,,
23984,species,Western House-Martin,Delichon urbicum,Northern House-Martin (Western House-Martin),,,Delichon,urbicum,,Aerial-Insectivore,,,,
23990,species,Asian House-Martin,Delichon dasypus,Asian House-Martin,,,Delichon,dasypus,,Aerial-Insectivore,,,,
23988,species,Siberian House-Martin,Delichon lagopodum,Siberian House-Martin,,,Delichon,lagopodum,,Aerial-Insectivore,,,,
23994,slash,Siberian/Asian House-Martin,Delichon lagopodum/dasypus,Siberian/Asian House-Martin,,,Delichon,lagopodum/dasypus,,Aerial-Insectivore,,,,
23995,species,Nepal House-Martin,Delichon nipalense,Nepal House-Martin,,,Delichon,nipalense,,Aerial-Insectivore,,,,
23998,spuh,house-martin sp.,Delichon sp.,house-martin sp.,,,Delichon,sp.,,Aerial-Insectivore,,,,
24075,spuh,swallow sp.,Hirundinidae sp.,martin/swallow sp.,,,Hirundinidae,sp.,,Aerial-Insectivore,,,,
21685,species,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Yellow-bellied Fantail,,,Chelidorhynx,hypoxanthus,,Canopy-Insectivore,,,,
21700,species,Gray-headed Canary-Flycatcher,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,,,Culicicapa,ceylonensis,,Canopy-Insectivore,,,,
21713,species,Fire-capped Tit,Cephalopyrus flammiceps,Fire-capped Tit,,,Cephalopyrus,flammiceps,,Canopy-Insectivore,,,,
21716,species,Yellow-browed Tit,Sylviparus modestus,Yellow-browed Tit,,,Sylviparus,modestus,,Canopy-Insectivore,,,,
21720,species,Sultan Tit,Melanochlora sultanea,Sultan Tit,,,Melanochlora,sultanea,,Canopy-Insectivore,,,,
21726,species,Coal Tit,Periparus ater,Coal Tit,,,Periparus,ater,,Canopy-Insectivore,,,,
21754,species,Rufous-naped Tit,Periparus rufonuchalis,Rufous-naped Tit (Black-breasted Tit),,,Periparus,rufonuchalis,,Canopy-Insectivore,,,,
21755,species,Rufous-vented Tit,Periparus rubidiventris,Rufous-vented Tit,,,Periparus,rubidiventris,,Canopy-Insectivore,,,,
21779,species,Gray-crested Tit,Lophophanes dichrous,Gray-crested Tit,,,Lophophanes,dichrous,,Canopy-Insectivore,,,,
21908,species,Azure Tit,Cyanistes cyanus,Azure Tit,,,Cyanistes,cyanus,,Canopy-Insectivore,,,,
21945,species,Ground Tit,Pseudopodoces humilis,Ground Tit (Groundpecker),,,Pseudopodoces,humilis,,Canopy-Insectivore,,,,
21946,species,Green-backed Tit,Parus monticolus,Green-backed Tit,,,Parus,monticolus,,Canopy-Insectivore,,,,
21969,species,Asian Tit,Parus cinereus,Cinereous Tit,,,Parus,cinereus,,Canopy-Insectivore,,,,
21994,spuh,Parus sp.,Parus sp.,Parus tit sp.,,,Parus,sp.,,Canopy-Insectivore,,,,
21995,species,White-naped Tit,Machlolophus nuchalis,White-naped Tit (Pied Tit),Vulnerable,,Machlolophus,nuchalis,,Canopy-Insectivore,,,,
21997,species,Himalayan Black-lored Tit,Machlolophus xanthogenys,Himalayan Black-lored Tit,,,Machlolophus,xanthogenys,,Canopy-Insectivore,,,,
21998,species,Indian Yellow Tit,Machlolophus aplonotus,Indian Yellow Tit,,,Machlolophus,aplonotus,,Canopy-Insectivore,,,,
22001,species,Yellow-cheeked Tit,Machlolophus spilonotus,Yellow-cheeked Tit,,,Machlolophus,spilonotus,,Canopy-Insectivore,,,,
22043,spuh,parid sp.,Paridae sp.,parid tit sp.,,,Paridae,sp.,,Canopy-Insectivore,,,,
22064,species,White-crowned Penduline-Tit,Remiz coronatus,White-crowned Penduline-Tit,,,Remiz,coronatus,,Canopy-Insectivore,,,,
24969,species,White-browed Tit-Warbler,Leptopoecile sophiae,White-browed Tit-Warbler,,,Leptopoecile,sophiae,,Canopy-Insectivore,,,,
24974,species,Crested Tit-Warbler,Leptopoecile elegans,Crested Tit-Warbler,,,Leptopoecile,elegans,,Canopy-Insectivore,,,,
24998,species,White-cheeked Tit,Aegithalos leucogenys,White-cheeked Tit,,,Aegithalos,leucogenys,,Canopy-Insectivore,,,,
25000,species,Black-throated Tit,Aegithalos concinnus,Black-throated Tit (Black-throated Bushtit),,,Aegithalos,concinnus,,Canopy-Insectivore,,,,
25010,species,White-throated Tit,Aegithalos niveogularis,White-throated Tit (White-throated Bushtit),,,Aegithalos,niveogularis,,Canopy-Insectivore,,,,
25011,species,Black-browed Tit,Aegithalos iouschistos,X,,,Aegithalos,iouschistos,,Canopy-Insectivore,,,,
26708,species,Indian Nuthatch,Sitta castanea,Indian Nuthatch,,,Sitta,castanea,,Bar-surface Feeder,,,,
26709,species,Chestnut-bellied Nuthatch,Sitta cinnamoventris,Chestnut-bellied Nuthatch,,,Sitta,cinnamoventris,,Bar-surface Feeder,,,,
26714,slash,Indian/Chestnut-bellied Nuthatch,Sitta castanea/cinnamoventris,Indian/Chestnut-bellied Nuthatch,,,Sitta,castanea/cinnamoventris,,Bar-surface Feeder,,,,
26745,species,Chestnut-vented Nuthatch,Sitta nagaensis,Chestnut-vented Nuthatch,,,Sitta,nagaensis,,Bar-surface Feeder,,,,
26749,species,Kashmir Nuthatch,Sitta cashmirensis,Kashmir Nuthatch,,,Sitta,cashmirensis,,Bar-surface Feeder,,,,
26707,species,White-tailed Nuthatch,Sitta himalayensis,White-tailed Nuthatch,,,Sitta,himalayensis,,Bar-surface Feeder,,,,
26635,species,White-cheeked Nuthatch,Sitta leucopsis,White-cheeked Nuthatch,,,Sitta,leucopsis,,Bar-surface Feeder,,,,
26685,species,Yunnan Nuthatch,Sitta yunnanensis,Yunnan Nuthatch,,,Sitta,yunnanensis,,Bar-surface Feeder,,,,
26657,species,Velvet-fronted Nuthatch,Sitta frontalis,Velvet-fronted Nuthatch,,,Sitta,frontalis,,Bar-surface Feeder,,,,
26652,species,Beautiful Nuthatch,Sitta formosa,Beautiful Nuthatch,,,Sitta,formosa,,Bar-surface Feeder,,,,
26750,spuh,nuthatch sp.,Sitta sp.,nuthatch sp.,,,Sitta,sp.,,Bar-surface Feeder,,,,
26631,species,Wallcreeper,Tichodroma muraria,Wallcreeper,,,Tichodroma,muraria,,Bar-surface Feeder,,,,
26772,species,Hodgson's Treecreeper,Certhia hodgsoni,Hodgson's Treecreeper (Eurasian Treecreeper),,,Certhia,hodgsoni,,Bar-surface Feeder,,,,
26802,species,Bar-tailed Treecreeper,Certhia himalayana,Bar-tailed Treecreeper,,,Certhia,himalayana,,Bar-surface Feeder,,,,
26807,species,Rusty-flanked Treecreeper,Certhia nipalensis,Rusty-flanked Treecreeper,,,Certhia,nipalensis,,Bar-surface Feeder,,,,
26808,species,Sikkim Treecreeper,Certhia discolor,Sikkim Treecreeper (Brown-throated Treecreeper),,,Certhia,discolor,,Bar-surface Feeder,,,,
26809,species,Hume's Treecreeper,Certhia manipurensis,Hume's Treecreeper,,,Certhia,manipurensis,,Bar-surface Feeder,,,,
26814,spuh,treecreeper sp.,Certhia sp.,treecreeper sp.,,,Certhia,sp.,,Bar-surface Feeder,,,,
26757,species,Indian Spotted Creeper,Salpornis spilonota,Indian Spotted Creeper,,,Salpornis,spilonota,,Bar-surface Feeder,,,,
27008,species,Eurasian Wren,Troglodytes troglodytes,Eurasian Wren (Winter Wren),,,Troglodytes,troglodytes,,Aquatic-Insectivore,,,,
27409,species,White-throated Dipper,Cinclus cinclus,White-throated Dipper,,,Cinclus,cinclus,,Aquatic-Insectivore,,,,
27423,species,Brown Dipper,Cinclus pallasii,Brown Dipper,,,Cinclus,pallasii,,Aquatic-Insectivore,,,,
24425,species,Crested Finchbill,Spizixos canifrons,Crested Finchbill,,,Spizixos,canifrons,,Frugivore-Insectivore,,,,
24390,species,Black-headed Bulbul,Microtarsus melanocephalos,Black-headed Bulbul,,,Microtarsus,melanocephalos,,Frugivore-Insectivore,,,,
24395,species,Andaman Bulbul,Microtarsus fuscoflavescens,Andaman Bulbul,,,Microtarsus,fuscoflavescens,,Frugivore-Insectivore,,,,
24259,species,Striated Bulbul,Alcurus striatus,Striated Bulbul,,,Alcurus,striatus,,Frugivore-Insectivore,,,,
24389,species,Gray-headed Bulbul,Microtarsus priocephalus,Gray-headed Bulbul,Near Threatened,X,Microtarsus,priocephalus,,Frugivore-Insectivore,,,,
24418,species,Flame-throated Bulbul,Rubigula gularis,Flame-throated Bulbul (Ruby-throated Bulbul),,X,Rubigula,gularis,,Frugivore-Insectivore,,,,
24409,species,Black-crested Bulbul,Rubigula flaviventris,Black-crested Bulbul,,,Rubigula,flaviventris,,Frugivore-Insectivore,,,,
24523,species,Red-vented Bulbul,Pycnonotus cafer,Red-vented Bulbul,,,Pycnonotus,cafer,,Frugivore-Insectivore,,,,
24503,species,Red-whiskered Bulbul,Pycnonotus jocosus,Red-whiskered Bulbul,,,Pycnonotus,jocosus,,Frugivore-Insectivore,,,,
24533,slash,Red-whiskered/Red-vented Bulbul,Pycnonotus jocosus/cafer,Red-whiskered/Red-vented Bulbul,,,Pycnonotus,jocosus/cafer,,Frugivore-Insectivore,,,,
24545,species,White-eared Bulbul,Pycnonotus leucotis,White-eared Bulbul,,,Pycnonotus,leucotis,,Frugivore-Insectivore,,,,
24550,species,Himalayan Bulbul,Pycnonotus leucogenys,Himalayan Bulbul,,,Pycnonotus,leucogenys,,Frugivore-Insectivore,,,,
24476,species,Yellow-throated Bulbul,Pycnonotus xantholaemus,Yellow-throated Bulbul,,,Pycnonotus,xantholaemus,,Frugivore-Insectivore,,,,
24466,species,Flavescent Bulbul,Pycnonotus flavescens,Flavescent Bulbul,,,Pycnonotus,flavescens,,Frugivore-Insectivore,,,,
24455,species,White-browed Bulbul,Pycnonotus luteolus,White-browed Bulbul,,,Pycnonotus,luteolus,,Frugivore-Insectivore,,,,
24556,spuh,Pycnonotus sp.,Pycnonotus sp.,Pycnonotus bulbul sp.,,,Pycnonotus,sp.,,Frugivore-Insectivore,,,,
24240,species,White-throated Bulbul,Alophoixus flaveolus,White-throated Bulbul,,,Alophoixus,flaveolus,,Frugivore-Insectivore,,,,
24273,species,Cachar Bulbul,Iole cacharensis,Cachar Bulbul (Indian Olive Bulbul),,,Iole,cacharensis,,Frugivore-Insectivore,,,,
24295,species,Yellow-browed Bulbul,Acritillas indica,Yellow-browed Bulbul,,,Acritillas,indica,,Frugivore-Insectivore,,,,
24361,species,Black Bulbul,Hypsipetes leucocephalus,Himalayan Black Bulbul,,,Hypsipetes,leucocephalus,,Frugivore-Insectivore,,,,
24375,species,Square-tailed Bulbul,Hypsipetes ganeesa,Square-tailed Bulbul (Black Bulbul),,,Hypsipetes,ganeesa,,Frugivore-Insectivore,,,,
24313,species,Nicobar Bulbul,Hypsipetes nicobariensis,Nicobar Bulbul,Near Threatened,,Hypsipetes,nicobariensis,,Frugivore-Insectivore,,,,
24282,species,Ashy Bulbul,Hemixos flavala,Ashy Bulbul,,,Hemixos,flavala,,Frugivore-Insectivore,,,,
24303,species,Mountain Bulbul,Ixos mcclellandii,Mountain Bulbul,,,Ixos,mcclellandii,,Frugivore-Insectivore,,,,
24558,spuh,Pycnonotidae sp.,Pycnonotidae sp.,bulbul sp.,,,Pycnonotidae,sp.,,Frugivore-Insectivore,,,,
26607,species,Goldcrest,Regulus regulus,Goldcrest,,,Regulus,regulus,,Canopy-Insectivore,,,,
23751,species,Scaly-breasted Cupwing,Pnoepyga albiventer,Scaly-breasted Cupwing (Scaly-breasted Wren-Babbler),,,Pnoepyga,albiventer,,Understory-Insectivore,,,X,
23757,species,Immaculate Cupwing,Pnoepyga immaculata,Immaculate Cupwing (Nepal Wren-Babbler),,,Pnoepyga,immaculata,,Understory-Insectivore,,,X,
23758,slash,Scaly-breasted/Immaculate Cupwing,Pnoepyga albiventer/immaculata,Scaly-breasted/Immaculate Cupwing,,,Pnoepyga,albiventer/immaculata,,Understory-Insectivore,,,X,
23759,species,Pygmy Cupwing,Pnoepyga pusilla,Pygmy Cupwing (Pygmy Wren-Babbler),,,Pnoepyga,pusilla,,Understory-Insectivore,,,X,
23767,spuh,cupwing sp.,Pnoepyga sp.,cupwing sp.,,,Pnoepyga,sp.,,Understory-Insectivore,,,X,
24843,species,Pale-footed Bush Warbler,Hemitesia pallidipes,Pale-footed Bush Warbler,,,Hemitesia,pallidipes,,Understory-Insectivore,,,X,
24851,species,Asian Stubtail,Urosphena squameiceps,Asian Stubtail,,,Urosphena,squameiceps,,Understory-Insectivore,,,X,
24852,species,Gray-bellied Tesia,Tesia cyaniventer,Gray-bellied Tesia,,,Tesia,cyaniventer,,Understory-Insectivore,,,X,
24853,species,Slaty-bellied Tesia,Tesia olivea,Slaty-bellied Tesia,,,Tesia,olivea,,Understory-Insectivore,,,X,
24856,slash,Gray-bellied/Slaty-bellied Tesia,Tesia cyaniventer/olivea,Gray-bellied/Slaty-bellied Tesia,,,Tesia,cyaniventer/olivea,,Understory-Insectivore,,,X,
24862,species,Chestnut-crowned Bush Warbler,Cettia major,Chestnut-crowned Bush Warbler,,,Cettia,major,,Understory-Insectivore,,,X,
24865,species,Gray-sided Bush Warbler,Cettia brunnifrons,Gray-sided Bush Warbler,,,Cettia,brunnifrons,,Understory-Insectivore,,,X,
24869,species,Chestnut-headed Tesia,Cettia castaneocoronata,Chestnut-headed Tesia,,,Cettia,castaneocoronata,,Understory-Insectivore,,,X,
24873,species,Cetti's Warbler,Cettia cetti,Cetti's Warbler,,,Cettia,cetti,,Understory-Insectivore,,,,
24877,spuh,Cettia sp.,Cettia sp.,Cettia warbler sp.,,,Cettia,sp.,,Understory-Insectivore,,,X,
24878,species,Yellow-bellied Warbler,Abroscopus superciliaris,Yellow-bellied Warbler,,,Abroscopus,superciliaris,,Canopy-Insectivore,,,,
24889,species,Rufous-faced Warbler,Abroscopus albogularis,Rufous-faced Warbler,,,Abroscopus,albogularis,,Canopy-Insectivore,,,,
24893,species,Black-faced Warbler,Abroscopus schisticeps,Black-faced Warbler,,,Abroscopus,schisticeps,,Canopy-Insectivore,,,,
24897,species,Mountain Tailorbird,Phyllergates cucullatus,Mountain Tailorbird,,,Phyllergates,cucullatus,,Understory-Insectivore,,,X,
24915,species,Broad-billed Warbler,Tickellia hodgsoni,Broad-billed Warbler,,,Tickellia,hodgsoni,,Canopy-Insectivore,,,,
24926,species,Manchurian Bush Warbler,Horornis canturians,Manchurian Bush Warbler,,,Horornis,canturians,,Understory-Insectivore,,,X,
24939,species,Brownish-flanked Bush Warbler,Horornis fortipes,Brownish-flanked Bush Warbler,,,Horornis,fortipes,,Understory-Insectivore,,,X,
24945,species,Hume's Bush Warbler,Horornis brunnescens,Hume's Bush Warbler,,,Horornis,brunnescens,,Understory-Insectivore,,,X,
24949,slash,Brownish-flanked/Yellowish-bellied Bush Warbler,Horornis fortipes/acanthizoides,Brownish-flanked/Yellowish-bellied Bush Warbler,,,Horornis,fortipes/acanthizoides,,Understory-Insectivore,,,X,
24950,species,Aberrant Bush Warbler,Horornis flavolivaceus,Aberrant Bush Warbler,,,Horornis,flavolivaceus,,Understory-Insectivore,,,X,
24967,spuh,Horornis sp.,Horornis sp.,Horornis sp.,,,Horornis,sp.,,Understory-Insectivore,,,X,
24620,species,Common Chiffchaff,Phylloscopus collybita,Common Chiffchaff,,,Phylloscopus,collybita,,Canopy-Insectivore,,,,
24614,species,Mountain Chiffchaff,Phylloscopus sindianus,Mountain Chiffchaff,,,Phylloscopus,sindianus,,Canopy-Insectivore,,,,
24608,species,Plain Leaf Warbler,Phylloscopus neglectus,Plain Leaf Warbler,,,Phylloscopus,neglectus,,Canopy-Insectivore,,,,
24598,species,Dusky Warbler,Phylloscopus fuscatus,Dusky Warbler,,,Phylloscopus,fuscatus,,Understory-Insectivore,,,X,
24603,species,Smoky Warbler,Phylloscopus fuligiventer,Smoky Warbler,,,Phylloscopus,fuligiventer,,Understory-Insectivore,,,X,
24607,slash,Dusky/Smoky Warbler,Phylloscopus fuscatus/fuligiventer,Dusky/Smoky Warbler,,,Phylloscopus,fuscatus/fuligiventer,,Understory-Insectivore,,,X,
24592,species,Tickell's Leaf Warbler,Phylloscopus affinis,Tickell's Leaf Warbler,,,Phylloscopus,affinis,,Canopy-Insectivore,,,,
24609,species,Buff-throated Warbler,Phylloscopus subaffinis,Buff-throated Warbler,,,Phylloscopus,subaffinis,,Canopy-Insectivore,,,,
24591,species,Sulphur-bellied Warbler,Phylloscopus griseolus,Sulphur-bellied Warbler,,,Phylloscopus,griseolus,,Understory-Insectivore,,,X,
24568,species,Buff-barred Warbler,Phylloscopus pulcher,Buff-barred Warbler,,,Phylloscopus,pulcher,,Canopy-Insectivore,,,,
24565,species,Ashy-throated Warbler,Phylloscopus maculipennis,Ashy-throated Warbler,,,Phylloscopus,maculipennis,,Canopy-Insectivore,,,,
24580,species,Lemon-rumped Warbler,Phylloscopus chloronotus,Lemon-rumped Warbler,,,Phylloscopus,chloronotus,,Canopy-Insectivore,,,,
24585,slash,Lemon-rumped/Sichuan Leaf Warbler,Phylloscopus chloronotus/forresti,Lemon-rumped/Sichuan Leaf Warbler,,,Phylloscopus,chloronotus/forresti,,Canopy-Insectivore,,,,
24577,species,Chinese Leaf Warbler,Phylloscopus yunnanensis,Chinese Leaf Warbler,,,Phylloscopus,yunnanensis,,Canopy-Insectivore,,,,
24576,species,Brooks's Leaf Warbler,Phylloscopus subviridis,Brooks's Leaf Warbler,,,Phylloscopus,subviridis,,Canopy-Insectivore,,,,
24571,species,Yellow-browed Warbler,Phylloscopus inornatus,Yellow-browed Warbler,,,Phylloscopus,inornatus,,Canopy-Insectivore,,,,
24572,species,Hume's Warbler,Phylloscopus humei,Hume's Warbler,,,Phylloscopus,humei,,Canopy-Insectivore,,,,
24575,slash,Yellow-browed/Hume's Warbler,Phylloscopus inornatus/humei,Yellow-browed/Hume's Warbler,,,Phylloscopus,inornatus/humei,,Canopy-Insectivore,,,,
24707,species,Arctic Warbler,Phylloscopus borealis,Arctic Warbler,,,Phylloscopus,borealis,,Canopy-Insectivore,,,,
24690,species,Green Warbler,Phylloscopus nitidus,Green Warbler,,,Phylloscopus,nitidus,,Canopy-Insectivore,,,,
24691,species,Greenish Warbler,Phylloscopus trochiloides,Greenish Warbler,,,Phylloscopus,trochiloides,,Canopy-Insectivore,,,,
24698,species,Two-barred Warbler,Phylloscopus plumbeitarsus,Two-barred Warbler,,,Phylloscopus,plumbeitarsus,,Canopy-Insectivore,,,,
24697,slash,Green/Greenish Warbler,Phylloscopus nitidus/trochiloides,Green/Greenish Warbler,,,Phylloscopus,nitidus/trochiloides,,Canopy-Insectivore,,,,
24699,slash,Greenish/Two-barred Warbler,Phylloscopus trochiloides/plumbeitarsus,Greenish/Two-barred Warbler,,,Phylloscopus,trochiloides/plumbeitarsus,,Canopy-Insectivore,,,,
24703,species,Pale-legged Leaf Warbler,Phylloscopus tenellipes,Pale-legged Leaf Warbler,,,Phylloscopus,tenellipes,,Canopy-Insectivore,,,,
24701,species,Large-billed Leaf Warbler,Phylloscopus magnirostris,Large-billed Leaf Warbler,,,Phylloscopus,magnirostris,,Canopy-Insectivore,,,,
24586,species,Tytler's Leaf Warbler,Phylloscopus tytleri,Tytler's Leaf Warbler,,,Phylloscopus,tytleri,,Canopy-Insectivore,,,,
24738,species,Western Crowned Warbler,Phylloscopus occipitalis,Western Crowned Warbler,,,Phylloscopus,occipitalis,,Canopy-Insectivore,,,,
24739,species,Blyth's Leaf Warbler,Phylloscopus reguloides,Blyth's Leaf Warbler,,,Phylloscopus,reguloides,,Canopy-Insectivore,,,,
24744,species,Claudia's Leaf Warbler,Phylloscopus claudiae,Claudia's Leaf Warbler,,,Phylloscopus,claudiae,,Canopy-Insectivore,,,,
24733,species,Yellow-vented Warbler,Phylloscopus cantator,Yellow-vented Warbler,,,Phylloscopus,cantator,,Canopy-Insectivore,,,,
24749,species,Gray-hooded Warbler,Phylloscopus xanthoschistos,Gray-hooded Warbler,,,Phylloscopus,xanthoschistos,,Canopy-Insectivore,,,,
24810,spuh,Phylloscopus sp.,Phylloscopus sp.,Phylloscopus warbler sp.,,,Phylloscopus,sp.,,Canopy-Insectivore,,,,
24675,species,Green-crowned Warbler,Phylloscopus burkii,Green-crowned Warbler (Golden-spectacled Warbler),,,Phylloscopus,burkii,,Canopy-Insectivore,,,,
24676,species,Gray-crowned Warbler,Phylloscopus tephrocephalus,Gray-crowned Warbler,,,Phylloscopus,tephrocephalus,,Canopy-Insectivore,,,,
24677,species,Whistler's Warbler,Phylloscopus whistleri,Whistler's Warbler,,,Phylloscopus,whistleri,,Canopy-Insectivore,,,,
24680,slash,Green-crowned/Whistler's Warbler,Phylloscopus burkii/whistleri,Green-crowned/Whistler's Warbler,,,Phylloscopus,burkii/whistleri,,Canopy-Insectivore,,,,
24681,slash,Gray-crowned/Whistler's Warbler,Phylloscopus tephrocephalus/whistleri,Gray-crowned/Whistler's Warbler,,,Phylloscopus,tephrocephalus/whistleri,,Canopy-Insectivore,,,,
24671,species,White-spectacled Warbler,Phylloscopus intermedius,White-spectacled Warbler,,,Phylloscopus,intermedius,,Canopy-Insectivore,,,,
